state,date,creditcardSpend
VA,2020-02-09,-.00858
WA,2020-02-09,.144
WV,2020-02-09,-.0582
WI,2020-02-09,-.00478
WY,2020-02-09,-.0411
AL,2020-02-10,-.00156
AK,2020-02-10,.0213
AZ,2020-02-10,.0371
AR,2020-02-10,.00302
CA,2020-02-10,.0233
CO,2020-02-10,-.0367
CT,2020-02-10,-.0229
DE,2020-02-10,-.0807
DC,2020-02-10,-.0213
FL,2020-02-10,-.00929
GA,2020-02-10,-.0125
HI,2020-02-10,.0125
ID,2020-02-10,.0298
IL,2020-02-10,-.0134
IN,2020-02-10,-.0228
IA,2020-02-10,.0312
KS,2020-02-10,.00357
KY,2020-02-10,-.0229
LA,2020-02-10,-.0187
ME,2020-02-10,-.0279
MD,2020-02-10,-.019
MA,2020-02-10,-.0236
MI,2020-02-10,-.0183
MN,2020-02-10,.0525
MS,2020-02-10,-.0331
MO,2020-02-10,.0233
MT,2020-02-10,.138
NE,2020-02-10,.0292
NV,2020-02-10,.0338
NH,2020-02-10,-.012
NJ,2020-02-10,-.00502
NM,2020-02-10,-.0164
NY,2020-02-10,-.0346
NC,2020-02-10,-.00662
ND,2020-02-10,.0519
OH,2020-02-10,-.0259
OK,2020-02-10,-.0124
OR,2020-02-10,.061
PA,2020-02-10,-.0345
RI,2020-02-10,-.0346
SC,2020-02-10,-.0206
SD,2020-02-10,.103
TN,2020-02-10,-.0142
TX,2020-02-10,.00997
UT,2020-02-10,.0276
VT,2020-02-10,-.0368
VA,2020-02-10,-.0205
WA,2020-02-10,.168
WV,2020-02-10,-.0706
WI,2020-02-10,-.0136
WY,2020-02-10,-.0065
AL,2020-02-11,-.00436
AK,2020-02-11,.0192
AZ,2020-02-11,.00965
AR,2020-02-11,.0189
CA,2020-02-11,.0135
CO,2020-02-11,-.0272
CT,2020-02-11,-.0354
DE,2020-02-11,-.0429
DC,2020-02-11,-.022
FL,2020-02-11,-.0134
GA,2020-02-11,-.0215
HI,2020-02-11,-.0427
ID,2020-02-11,.00132
IL,2020-02-11,-.0186
IN,2020-02-11,-.0242
IA,2020-02-11,.0464
KS,2020-02-11,-.0047
KY,2020-02-11,-.0258
LA,2020-02-11,-.0307
ME,2020-02-11,-.0453
MD,2020-02-11,-.0196
MA,2020-02-11,-.0417
MI,2020-02-11,-.0174
MN,2020-02-11,.0359
MS,2020-02-11,-.0443
MO,2020-02-11,.00217
MT,2020-02-11,.0855
NE,2020-02-11,.0328
NV,2020-02-11,.016
NH,2020-02-11,-.0216
NJ,2020-02-11,-.0168
NM,2020-02-11,-.0235
NY,2020-02-11,-.0534
NC,2020-02-11,-.0132
ND,2020-02-11,.0412
OH,2020-02-11,-.0344
OK,2020-02-11,-.0356
OR,2020-02-11,.0438
PA,2020-02-11,-.0345
RI,2020-02-11,-.0496
SC,2020-02-11,-.0212
SD,2020-02-11,.0685
TN,2020-02-11,-.0212
TX,2020-02-11,-.00586
UT,2020-02-11,.0113
VT,2020-02-11,-.0554
VA,2020-02-11,-.0361
WA,2020-02-11,.134
WV,2020-02-11,-.0671
WI,2020-02-11,-.00871
WY,2020-02-11,.00705
AL,2020-02-12,.00352
AK,2020-02-12,.0296
AZ,2020-02-12,.0128
AR,2020-02-12,.0215
CA,2020-02-12,.0114
CO,2020-02-12,-.0251
CT,2020-02-12,.00333
DE,2020-02-12,.00209
DC,2020-02-12,-.00617
FL,2020-02-12,-.0128
GA,2020-02-12,-.00992
HI,2020-02-12,-.0186
ID,2020-02-12,.0176
IL,2020-02-12,-.0135
IN,2020-02-12,-.0245
IA,2020-02-12,.06
KS,2020-02-12,-.00478
KY,2020-02-12,-.0161
LA,2020-02-12,-.024
ME,2020-02-12,-.0507
MD,2020-02-12,-.00605
MA,2020-02-12,-.0129
MI,2020-02-12,.0109
MN,2020-02-12,.0338
MS,2020-02-12,-.0224
MO,2020-02-12,.000746
MT,2020-02-12,.075
NE,2020-02-12,.0339
NV,2020-02-12,.0043
NH,2020-02-12,-.000796
NJ,2020-02-12,.0164
NM,2020-02-12,-.0181
NY,2020-02-12,-.0132
NC,2020-02-12,-.00113
ND,2020-02-12,.0265
OH,2020-02-12,-.0202
OK,2020-02-12,-.0146
OR,2020-02-12,.0318
PA,2020-02-12,.00888
RI,2020-02-12,-.0161
SC,2020-02-12,-.0171
SD,2020-02-12,.0543
TN,2020-02-12,-.0133
TX,2020-02-12,.00418
UT,2020-02-12,.000703
VT,2020-02-12,-.0543
VA,2020-02-12,-.0254
WA,2020-02-12,.144
WV,2020-02-12,-.0431
WI,2020-02-12,.0303
WY,2020-02-12,-.0284
AL,2020-02-13,.00319
AK,2020-02-13,.0354
AZ,2020-02-13,.00966
AR,2020-02-13,.00621
CA,2020-02-13,.0167
CO,2020-02-13,-.0423
CT,2020-02-13,.0104
DE,2020-02-13,-.0392
DC,2020-02-13,-.012
FL,2020-02-13,-.0043
GA,2020-02-13,-.000411
HI,2020-02-13,-.000957
ID,2020-02-13,.0333
IL,2020-02-13,-.0206
IN,2020-02-13,-.0308
IA,2020-02-13,.0328
KS,2020-02-13,-.0483
KY,2020-02-13,-.0154
LA,2020-02-13,-.0276
ME,2020-02-13,-.00032
MD,2020-02-13,-.0184
MA,2020-02-13,.0136
MI,2020-02-13,.0141
MN,2020-02-13,.023
MS,2020-02-13,-.0241
MO,2020-02-13,-.00659
MT,2020-02-13,.0808
NE,2020-02-13,.0103
NV,2020-02-13,.0112
NH,2020-02-13,.0172
NJ,2020-02-13,.0145
NM,2020-02-13,-.00777
NY,2020-02-13,.00294
NC,2020-02-13,.0147
ND,2020-02-13,.0327
OH,2020-02-13,-.0213
OK,2020-02-13,-.0101
OR,2020-02-13,.033
PA,2020-02-13,.0145
RI,2020-02-13,.0269
SC,2020-02-13,-.0133
SD,2020-02-13,.0459
TN,2020-02-13,-.0175
TX,2020-02-13,.0143
UT,2020-02-13,.00207
VT,2020-02-13,-.0179
VA,2020-02-13,-.0177
WA,2020-02-13,.152
WV,2020-02-13,-.0306
WI,2020-02-13,.0286
WY,2020-02-13,-.0441
AL,2020-02-14,-.00231
AK,2020-02-14,.0486
AZ,2020-02-14,.0117
AR,2020-02-14,-.00245
CA,2020-02-14,.0166
CO,2020-02-14,-.0242
CT,2020-02-14,-.00384
DE,2020-02-14,-.0493
DC,2020-02-14,.00611
FL,2020-02-14,-.00512
GA,2020-02-14,-.00417
HI,2020-02-14,-.00335
ID,2020-02-14,.0401
IL,2020-02-14,-.0329
IN,2020-02-14,-.0389
IA,2020-02-14,-.00089
KS,2020-02-14,-.0796
KY,2020-02-14,-.00822
LA,2020-02-14,-.0268
ME,2020-02-14,.0442
MD,2020-02-14,-.02
MA,2020-02-14,-.00164
MI,2020-02-14,-.000937
MN,2020-02-14,-.0071
MS,2020-02-14,-.00873
MO,2020-02-14,-.0261
MT,2020-02-14,.0659
NE,2020-02-14,-.0005
NV,2020-02-14,.0163
NH,2020-02-14,.0254
NJ,2020-02-14,.00263
NM,2020-02-14,.0134
NY,2020-02-14,-.00283
NC,2020-02-14,.0133
ND,2020-02-14,.0112
OH,2020-02-14,-.0321
OK,2020-02-14,-.0262
OR,2020-02-14,.0494
PA,2020-02-14,-.00381
RI,2020-02-14,-.0233
SC,2020-02-14,-.0181
SD,2020-02-14,.0192
TN,2020-02-14,-.0166
TX,2020-02-14,.0059
UT,2020-02-14,.006
VT,2020-02-14,.00495
VA,2020-02-14,-.014
WA,2020-02-14,.156
WV,2020-02-14,-.0231
WI,2020-02-14,-.0302
WY,2020-02-14,-.0266
AL,2020-02-15,-.0153
AK,2020-02-15,.038
AZ,2020-02-15,.00725
AR,2020-02-15,-.00878
CA,2020-02-15,.0162
CO,2020-02-15,-.0292
CT,2020-02-15,-.00812
DE,2020-02-15,-.0645
DC,2020-02-15,-.00212
FL,2020-02-15,-.0155
GA,2020-02-15,-.0016
HI,2020-02-15,-.00785
ID,2020-02-15,.0357
IL,2020-02-15,-.0431
IN,2020-02-15,-.0505
IA,2020-02-15,-.00376
KS,2020-02-15,-.0493
KY,2020-02-15,-.0136
LA,2020-02-15,-.0341
ME,2020-02-15,.0229
MD,2020-02-15,-.0155
MA,2020-02-15,-.0224
MI,2020-02-15,-.0109
MN,2020-02-15,-.0289
MS,2020-02-15,-.0124
MO,2020-02-15,-.0127
MT,2020-02-15,.0573
NE,2020-02-15,.00703
NV,2020-02-15,.0151
NH,2020-02-15,.00964
NJ,2020-02-15,-.00327
NM,2020-02-15,.00872
NY,2020-02-15,-.00914
NC,2020-02-15,.00585
ND,2020-02-15,-.000371
OH,2020-02-15,-.035
OK,2020-02-15,-.0247
OR,2020-02-15,.065
PA,2020-02-15,-.00883
RI,2020-02-15,-.0388
SC,2020-02-15,-.0223
SD,2020-02-15,.0117
TN,2020-02-15,-.00835
TX,2020-02-15,-.00683
UT,2020-02-15,.00732
VT,2020-02-15,.035
VA,2020-02-15,-.0227
WA,2020-02-15,.128
WV,2020-02-15,-.0303
WI,2020-02-15,-.0327
WY,2020-02-15,-.00643
AL,2020-02-16,-.0175
AK,2020-02-16,.0451
AZ,2020-02-16,.00797
AR,2020-02-16,-.0175
CA,2020-02-16,.0189
CO,2020-02-16,-.0162
CT,2020-02-16,-.00938
DE,2020-02-16,-.0635
DC,2020-02-16,-.00287
FL,2020-02-16,-.0193
GA,2020-02-16,-.00608
HI,2020-02-16,-.013
ID,2020-02-16,.0392
IL,2020-02-16,-.0351
IN,2020-02-16,-.0398
IA,2020-02-16,.00932
KS,2020-02-16,-.0138
KY,2020-02-16,-.0115
LA,2020-02-16,-.0353
ME,2020-02-16,.00528
MD,2020-02-16,-.0136
MA,2020-02-16,-.0197
MI,2020-02-16,-.00385
MN,2020-02-16,-.00616
MS,2020-02-16,-.0196
MO,2020-02-16,.0149
MT,2020-02-16,.0499
NE,2020-02-16,.0258
NV,2020-02-16,.0189
NH,2020-02-16,-.00202
NJ,2020-02-16,-.000436
NM,2020-02-16,.00895
NY,2020-02-16,-.00934
NC,2020-02-16,.0119
ND,2020-02-16,.00601
OH,2020-02-16,-.0245
OK,2020-02-16,-.0259
OR,2020-02-16,.0322
PA,2020-02-16,-.00442
RI,2020-02-16,.0195
SC,2020-02-16,-.0241
SD,2020-02-16,.0439
TN,2020-02-16,-.0101
TX,2020-02-16,-.00671
UT,2020-02-16,-.00253
VT,2020-02-16,.0208
VA,2020-02-16,-.0198
WA,2020-02-16,.0912
WV,2020-02-16,-.0281
WI,2020-02-16,.00828
WY,2020-02-16,.00587
AL,2020-02-17,-.00593
AK,2020-02-17,.042
AZ,2020-02-17,.0313
AR,2020-02-17,-.0322
CA,2020-02-17,.0265
CO,2020-02-17,-.0005
CT,2020-02-17,.0236
DE,2020-02-17,-.0656
DC,2020-02-17,.02
FL,2020-02-17,-.0184
GA,2020-02-17,-.00398
HI,2020-02-17,-.0297
ID,2020-02-17,.037
IL,2020-02-17,-.028
IN,2020-02-17,-.0334
IA,2020-02-17,.0209
KS,2020-02-17,-.0076
KY,2020-02-17,.00628
LA,2020-02-17,-.0217
ME,2020-02-17,.0181
MD,2020-02-17,-.0083
MA,2020-02-17,.0244
MI,2020-02-17,.0161
MN,2020-02-17,.00072
MS,2020-02-17,-.025
MO,2020-02-17,-.0105
MT,2020-02-17,.027
NE,2020-02-17,.0197
NV,2020-02-17,.0373
NH,2020-02-17,.0306
NJ,2020-02-17,.0133
NM,2020-02-17,.00603
NY,2020-02-17,.0168
NC,2020-02-17,.00981
ND,2020-02-17,.00751
OH,2020-02-17,-.0122
OK,2020-02-17,-.0328
OR,2020-02-17,.0232
PA,2020-02-17,.0129
RI,2020-02-17,.0902
SC,2020-02-17,-.0222
SD,2020-02-17,.0522
TN,2020-02-17,-.0148
TX,2020-02-17,.00718
UT,2020-02-17,.0167
VT,2020-02-17,.0302
VA,2020-02-17,-.00613
WA,2020-02-17,.063
WV,2020-02-17,-.0263
WI,2020-02-17,.0237
WY,2020-02-17,.0045
AL,2020-02-18,-.0199
AK,2020-02-18,.0317
AZ,2020-02-18,.0243
AR,2020-02-18,-.0238
CA,2020-02-18,.0309
CO,2020-02-18,-.00144
CT,2020-02-18,-.00451
DE,2020-02-18,-.0871
DC,2020-02-18,.0076
FL,2020-02-18,-.0162
GA,2020-02-18,-.000666
HI,2020-02-18,-.0252
ID,2020-02-18,.036
IL,2020-02-18,-.0428
IN,2020-02-18,-.0513
IA,2020-02-18,-.0116
KS,2020-02-18,-.00982
KY,2020-02-18,-.0136
LA,2020-02-18,-.0235
ME,2020-02-18,-.00166
MD,2020-02-18,.00169
MA,2020-02-18,-.00915
MI,2020-02-18,-.0157
MN,2020-02-18,-.0175
MS,2020-02-18,-.0426
MO,2020-02-18,.00805
MT,2020-02-18,.0463
NE,2020-02-18,.0293
NV,2020-02-18,.0256
NH,2020-02-18,-.0132
NJ,2020-02-18,-.00182
NM,2020-02-18,.0452
NY,2020-02-18,-.0069
NC,2020-02-18,.0158
ND,2020-02-18,.00439
OH,2020-02-18,-.0297
OK,2020-02-18,-.0193
OR,2020-02-18,.0162
PA,2020-02-18,-.00565
RI,2020-02-18,.0456
SC,2020-02-18,-.0204
SD,2020-02-18,.0303
TN,2020-02-18,-.0246
TX,2020-02-18,.0102
UT,2020-02-18,.00603
VT,2020-02-18,.0109
VA,2020-02-18,-.00632
WA,2020-02-18,.0538
WV,2020-02-18,-.0344
WI,2020-02-18,-.0317
WY,2020-02-18,.0143
AL,2020-02-19,-.0156
AK,2020-02-19,.0254
AZ,2020-02-19,.0299
AR,2020-02-19,-.0097
CA,2020-02-19,.0381
CO,2020-02-19,-.000196
CT,2020-02-19,-.0281
DE,2020-02-19,-.0996
DC,2020-02-19,-.00711
FL,2020-02-19,-.0134
GA,2020-02-19,-.000834
HI,2020-02-19,-.00123
ID,2020-02-19,.0367
IL,2020-02-19,-.0495
IN,2020-02-19,-.052
IA,2020-02-19,-.0335
KS,2020-02-19,.000193
KY,2020-02-19,-.0229
LA,2020-02-19,-.0229
ME,2020-02-19,-.0148
MD,2020-02-19,-.00953
MA,2020-02-19,-.024
MI,2020-02-19,-.0254
MN,2020-02-19,-.025
MS,2020-02-19,-.0459
MO,2020-02-19,.0149
MT,2020-02-19,.0356
NE,2020-02-19,.0162
NV,2020-02-19,.0247
NH,2020-02-19,-.0271
NJ,2020-02-19,-.0178
NM,2020-02-19,.0651
NY,2020-02-19,-.0225
NC,2020-02-19,.0162
ND,2020-02-19,.0162
OH,2020-02-19,-.0444
OK,2020-02-19,.00306
OR,2020-02-19,.0222
PA,2020-02-19,-.031
RI,2020-02-19,.000604
SC,2020-02-19,-.0205
SD,2020-02-19,.023
TN,2020-02-19,-.0291
TX,2020-02-19,.0132
UT,2020-02-19,.00705
VT,2020-02-19,.00571
VA,2020-02-19,-.013
WA,2020-02-19,.0501
WV,2020-02-19,-.052
WI,2020-02-19,-.0473
WY,2020-02-19,.0238
AL,2020-02-20,-.00996
AK,2020-02-20,.0138
AZ,2020-02-20,.0257
AR,2020-02-20,-.00141
CA,2020-02-20,.0313
CO,2020-02-20,-.00042
CT,2020-02-20,-.0357
DE,2020-02-20,-.0534
DC,2020-02-20,.0484
FL,2020-02-20,-.0222
GA,2020-02-20,-.0134
HI,2020-02-20,.00282
ID,2020-02-20,.0229
IL,2020-02-20,-.041
IN,2020-02-20,-.0437
IA,2020-02-20,.00286
KS,2020-02-20,.0315
KY,2020-02-20,-.015
LA,2020-02-20,-.0272
ME,2020-02-20,-.0534
MD,2020-02-20,.0397
MA,2020-02-20,-.0407
MI,2020-02-20,-.0279
MN,2020-02-20,.00484
MS,2020-02-20,-.0363
MO,2020-02-20,.0255
MT,2020-02-20,.0356
NE,2020-02-20,.0549
NV,2020-02-20,.0219
NH,2020-02-20,-.0415
NJ,2020-02-20,.00392
NM,2020-02-20,.0455
NY,2020-02-20,-.031
NC,2020-02-20,.0121
ND,2020-02-20,.0221
OH,2020-02-20,-.0299
OK,2020-02-20,.0163
OR,2020-02-20,.0213
PA,2020-02-20,-.00646
RI,2020-02-20,-.0246
SC,2020-02-20,-.0186
SD,2020-02-20,.0512
TN,2020-02-20,-.0491
TX,2020-02-20,.000113
UT,2020-02-20,-.00347
VT,2020-02-20,-.00948
VA,2020-02-20,.011
WA,2020-02-20,.0406
WV,2020-02-20,-.00388
WI,2020-02-20,-.0228
WY,2020-02-20,.023
AL,2020-02-21,-.0118
AK,2020-02-21,-.00152
AZ,2020-02-21,.0317
AR,2020-02-21,.00761
CA,2020-02-21,.0256
CO,2020-02-21,-.0061
CT,2020-02-21,-.0112
DE,2020-02-21,-.0234
DC,2020-02-21,.0627
FL,2020-02-21,-.0295
GA,2020-02-21,-.0164
HI,2020-02-21,-.0216
ID,2020-02-21,.0123
IL,2020-02-21,-.0367
IN,2020-02-21,-.038
IA,2020-02-21,.0201
KS,2020-02-21,.0263
KY,2020-02-21,-.0149
LA,2020-02-21,-.0284
ME,2020-02-21,-.0313
MD,2020-02-21,.0627
MA,2020-02-21,-.0186
MI,2020-02-21,-.0188
MN,2020-02-21,.0151
MS,2020-02-21,-.0573
MO,2020-02-21,.0201
MT,2020-02-21,.0492
NE,2020-02-21,.0588
NV,2020-02-21,.0297
NH,2020-02-21,-.0236
NJ,2020-02-21,.0196
NM,2020-02-21,.0174
NY,2020-02-21,-.0135
NC,2020-02-21,-.000743
ND,2020-02-21,.0188
OH,2020-02-21,-.00859
OK,2020-02-21,-.0154
OR,2020-02-21,.021
PA,2020-02-21,.0263
RI,2020-02-21,.0315
SC,2020-02-21,-.024
SD,2020-02-21,.0499
TN,2020-02-21,-.0668
TX,2020-02-21,-.00346
UT,2020-02-21,-.0115
VT,2020-02-21,.000204
VA,2020-02-21,.0117
WA,2020-02-21,.043
WV,2020-02-21,-.00185
WI,2020-02-21,.0214
WY,2020-02-21,.0224
AL,2020-02-22,-.0141
AK,2020-02-22,.0205
AZ,2020-02-22,.0459
AR,2020-02-22,.00318
CA,2020-02-22,.0272
CO,2020-02-22,.00417
CT,2020-02-22,.00157
DE,2020-02-22,-.0363
DC,2020-02-22,.038
FL,2020-02-22,-.031
GA,2020-02-22,-.00804
HI,2020-02-22,-.0242
ID,2020-02-22,-.0068
IL,2020-02-22,-.042
IN,2020-02-22,-.0454
IA,2020-02-22,-.00643
KS,2020-02-22,.000667
KY,2020-02-22,-.0241
LA,2020-02-22,-.0251
ME,2020-02-22,-.0313
MD,2020-02-22,.0235
MA,2020-02-22,-.00762
MI,2020-02-22,-.0214
MN,2020-02-22,.0111
MS,2020-02-22,-.0644
MO,2020-02-22,-.00789
MT,2020-02-22,.0585
NE,2020-02-22,.00555
NV,2020-02-22,.0227
NH,2020-02-22,.0000393
NJ,2020-02-22,.0112
NM,2020-02-22,.0324
NY,2020-02-22,-.0197
NC,2020-02-22,.00211
ND,2020-02-22,.0168
OH,2020-02-22,-.0254
OK,2020-02-22,-.0196
OR,2020-02-22,.0222
PA,2020-02-22,8.86e-06
RI,2020-02-22,.0281
SC,2020-02-22,-.0204
SD,2020-02-22,.0244
TN,2020-02-22,-.0838
TX,2020-02-22,.000871
UT,2020-02-22,-.0112
VT,2020-02-22,-.0346
VA,2020-02-22,.00733
WA,2020-02-22,.0456
WV,2020-02-22,-.0172
WI,2020-02-22,-.00289
WY,2020-02-22,.013
AL,2020-02-23,-.00677
AK,2020-02-23,.0115
AZ,2020-02-23,.0456
AR,2020-02-23,.000292
CA,2020-02-23,.0287
CO,2020-02-23,.00762
CT,2020-02-23,.00946
DE,2020-02-23,-.0453
DC,2020-02-23,.0477
FL,2020-02-23,-.037
GA,2020-02-23,-.00038
HI,2020-02-23,-.0303
ID,2020-02-23,-.0178
IL,2020-02-23,-.0402
IN,2020-02-23,-.0546
IA,2020-02-23,.0161
KS,2020-02-23,.00388
KY,2020-02-23,-.0292
LA,2020-02-23,-.0225
ME,2020-02-23,-.0496
MD,2020-02-23,.0223
MA,2020-02-23,-.000954
MI,2020-02-23,-.0313
MN,2020-02-23,.0228
MS,2020-02-23,-.0618
MO,2020-02-23,-.0243
MT,2020-02-23,.0353
NE,2020-02-23,.0432
NV,2020-02-23,.0173
NH,2020-02-23,-.000868
NJ,2020-02-23,.00888
NM,2020-02-23,.04
NY,2020-02-23,-.0217
NC,2020-02-23,-.000209
ND,2020-02-23,.0161
OH,2020-02-23,-.0354
OK,2020-02-23,-.0281
OR,2020-02-23,.027
PA,2020-02-23,-.00287
RI,2020-02-23,.0383
SC,2020-02-23,-.0246
SD,2020-02-23,.0329
TN,2020-02-23,-.0842
TX,2020-02-23,-.00335
UT,2020-02-23,.0026
VT,2020-02-23,-.0431
VA,2020-02-23,.00599
WA,2020-02-23,.0291
WV,2020-02-23,-.0296
WI,2020-02-23,.00861
WY,2020-02-23,-.0109
AL,2020-02-24,-.0211
AK,2020-02-24,-.00915
AZ,2020-02-24,.0321
AR,2020-02-24,.000906
CA,2020-02-24,.0225
CO,2020-02-24,.00712
CT,2020-02-24,.0079
DE,2020-02-24,-.0584
DC,2020-02-24,.0261
FL,2020-02-24,-.0461
GA,2020-02-24,-.027
HI,2020-02-24,-.0263
ID,2020-02-24,-.0247
IL,2020-02-24,-.0521
IN,2020-02-24,-.056
IA,2020-02-24,.00292
KS,2020-02-24,-.0105
KY,2020-02-24,-.0412
LA,2020-02-24,-.0322
ME,2020-02-24,-.0416
MD,2020-02-24,.0168
MA,2020-02-24,.00771
MI,2020-02-24,-.0276
MN,2020-02-24,.0361
MS,2020-02-24,-.0722
MO,2020-02-24,-.0369
MT,2020-02-24,-.00318
NE,2020-02-24,.0439
NV,2020-02-24,.00741
NH,2020-02-24,.0111
NJ,2020-02-24,.00918
NM,2020-02-24,.0262
NY,2020-02-24,-.0206
NC,2020-02-24,-.0126
ND,2020-02-24,.0133
OH,2020-02-24,-.0446
OK,2020-02-24,-.0324
OR,2020-02-24,.0249
PA,2020-02-24,-.00386
RI,2020-02-24,.0736
SC,2020-02-24,-.036
SD,2020-02-24,.0391
TN,2020-02-24,-.0929
TX,2020-02-24,-.00611
UT,2020-02-24,.000916
VT,2020-02-24,-.0596
VA,2020-02-24,.00292
WA,2020-02-24,.0209
WV,2020-02-24,-.0455
WI,2020-02-24,.0217
WY,2020-02-24,-.0277
AL,2020-02-25,-.0372
AK,2020-02-25,.00625
AZ,2020-02-25,.0409
AR,2020-02-25,.00869
CA,2020-02-25,.0199
CO,2020-02-25,-.00163
CT,2020-02-25,-.0173
DE,2020-02-25,-.085
DC,2020-02-25,-.0169
FL,2020-02-25,-.0462
GA,2020-02-25,-.0311
HI,2020-02-25,-.0236
ID,2020-02-25,-.0209
IL,2020-02-25,-.0591
IN,2020-02-25,-.0646
IA,2020-02-25,-.0209
KS,2020-02-25,-.0207
KY,2020-02-25,-.0491
LA,2020-02-25,-.0777
ME,2020-02-25,-.0352
MD,2020-02-25,-.0149
MA,2020-02-25,.0144
MI,2020-02-25,-.0176
MN,2020-02-25,.0357
MS,2020-02-25,-.101
MO,2020-02-25,-.0504
MT,2020-02-25,.0159
NE,2020-02-25,-.00288
NV,2020-02-25,.00616
NH,2020-02-25,.0355
NJ,2020-02-25,.00517
NM,2020-02-25,.0144
NY,2020-02-25,-.0228
NC,2020-02-25,-.0232
ND,2020-02-25,.00796
OH,2020-02-25,-.0486
OK,2020-02-25,-.0312
OR,2020-02-25,.0384
PA,2020-02-25,-.0203
RI,2020-02-25,.0826
SC,2020-02-25,-.0495
SD,2020-02-25,-.00727
TN,2020-02-25,-.0838
TX,2020-02-25,-.00737
UT,2020-02-25,.00513
VT,2020-02-25,-.069
VA,2020-02-25,-.011
WA,2020-02-25,.00741
WV,2020-02-25,-.0692
WI,2020-02-25,.0197
WY,2020-02-25,-.0377
AL,2020-02-26,-.0507
AK,2020-02-26,-.0278
AZ,2020-02-26,.0353
AR,2020-02-26,.0232
CA,2020-02-26,.00549
CO,2020-02-26,-.000483
CT,2020-02-26,.00144
DE,2020-02-26,-.0799
DC,2020-02-26,.00232
FL,2020-02-26,-.0499
GA,2020-02-26,-.0321
HI,2020-02-26,-.0292
ID,2020-02-26,-.0263
IL,2020-02-26,-.0506
IN,2020-02-26,-.0488
IA,2020-02-26,-.0189
KS,2020-02-26,.0156
KY,2020-02-26,-.0372
LA,2020-02-26,-.06
ME,2020-02-26,-.00213
MD,2020-02-26,.000362
MA,2020-02-26,.0022
MI,2020-02-26,-.0401
MN,2020-02-26,.0348
MS,2020-02-26,-.11
MO,2020-02-26,-.036
MT,2020-02-26,.0866
NE,2020-02-26,-.0067
NV,2020-02-26,.0154
NH,2020-02-26,.0264
NJ,2020-02-26,.0135
NM,2020-02-26,-.00901
NY,2020-02-26,-.0294
NC,2020-02-26,-.026
ND,2020-02-26,.0281
OH,2020-02-26,-.0355
OK,2020-02-26,-.0461
OR,2020-02-26,.033
PA,2020-02-26,-.00148
RI,2020-02-26,.0306
SC,2020-02-26,-.0506
SD,2020-02-26,-.0476
TN,2020-02-26,-.0778
TX,2020-02-26,-.00372
UT,2020-02-26,.00446
VT,2020-02-26,-.0814
VA,2020-02-26,.00334
WA,2020-02-26,.000363
WV,2020-02-26,-.0385
WI,2020-02-26,.00414
WY,2020-02-26,-.0223
AL,2020-02-27,-.0502
AK,2020-02-27,-.0194
AZ,2020-02-27,.0328
AR,2020-02-27,.0141
CA,2020-02-27,.00525
CO,2020-02-27,-.00543
CT,2020-02-27,.00427
DE,2020-02-27,-.0945
DC,2020-02-27,-.021
FL,2020-02-27,-.0478
GA,2020-02-27,-.0196
HI,2020-02-27,-.0132
ID,2020-02-27,-.0334
IL,2020-02-27,-.0531
IN,2020-02-27,-.0483
IA,2020-02-27,-.0407
KS,2020-02-27,.00215
KY,2020-02-27,-.0472
LA,2020-02-27,-.0424
ME,2020-02-27,-.0152
MD,2020-02-27,-.0375
MA,2020-02-27,.00364
MI,2020-02-27,-.0413
MN,2020-02-27,.00411
MS,2020-02-27,-.12
MO,2020-02-27,-.0254
MT,2020-02-27,.115
NE,2020-02-27,-.0379
NV,2020-02-27,-.00666
NH,2020-02-27,.0243
NJ,2020-02-27,-.00858
NM,2020-02-27,-.003
NY,2020-02-27,-.0338
NC,2020-02-27,-.0153
ND,2020-02-27,.0015
OH,2020-02-27,-.0522
OK,2020-02-27,-.041
OR,2020-02-27,.0497
PA,2020-02-27,-.0381
RI,2020-02-27,.0439
SC,2020-02-27,-.0539
SD,2020-02-27,-.0593
TN,2020-02-27,-.0679
TX,2020-02-27,.000164
UT,2020-02-27,.0125
VT,2020-02-27,-.11
VA,2020-02-27,-.0243
WA,2020-02-27,.00818
WV,2020-02-27,-.0875
WI,2020-02-27,-.00997
WY,2020-02-27,-.00452
AL,2020-02-28,-.0551
AK,2020-02-28,-.0365
AZ,2020-02-28,.00954
AR,2020-02-28,.00824
CA,2020-02-28,-.00987
CO,2020-02-28,-.0195
CT,2020-02-28,-.0213
DE,2020-02-28,-.113
DC,2020-02-28,-.0526
FL,2020-02-28,-.0545
GA,2020-02-28,-.0327
HI,2020-02-28,-.0136
ID,2020-02-28,-.0329
IL,2020-02-28,-.0622
IN,2020-02-28,-.0559
IA,2020-02-28,-.0575
KS,2020-02-28,-.00984
KY,2020-02-28,-.053
LA,2020-02-28,-.0526
ME,2020-02-28,-.0678
MD,2020-02-28,-.061
MA,2020-02-28,.00228
MI,2020-02-28,-.0549
MN,2020-02-28,-.0171
MS,2020-02-28,-.13
MO,2020-02-28,-.0147
MT,2020-02-28,.0887
NE,2020-02-28,-.064
NV,2020-02-28,-.0412
NH,2020-02-28,.00551
NJ,2020-02-28,-.0271
NM,2020-02-28,.0108
NY,2020-02-28,-.0523
NC,2020-02-28,-.0118
ND,2020-02-28,-.0134
OH,2020-02-28,-.0721
OK,2020-02-28,-.0282
OR,2020-02-28,.0469
