state,date,covidCases
NV,2020-03-06,2
NH,2020-03-06,2
NJ,2020-03-06,4
NM,2020-03-06,0
NY,2020-03-06,44
NC,2020-03-06,2
ND,2020-03-06,0
OH,2020-03-06,0
OK,2020-03-06,1
OR,2020-03-06,2
PA,2020-03-06,2
RI,2020-03-06,3
SC,2020-03-06,2
SD,2020-03-06,0
TN,2020-03-06,1
TX,2020-03-06,19
UT,2020-03-06,3
VT,2020-03-06,0
VA,2020-03-06,0
WA,2020-03-06,86
WV,2020-03-06,0
WI,2020-03-06,1
WY,2020-03-06,0
AL,2020-03-07,0
AK,2020-03-07,0
AZ,2020-03-07,5
AR,2020-03-07,0
CA,2020-03-07,100
CO,2020-03-07,8
CT,2020-03-07,0
DE,2020-03-07,0
DC,2020-03-07,1
FL,2020-03-07,12
GA,2020-03-07,7
HI,2020-03-07,1
ID,2020-03-07,0
IL,2020-03-07,6
IN,2020-03-07,1
IA,2020-03-07,0
KS,2020-03-07,1
KY,2020-03-07,1
LA,2020-03-07,0
ME,2020-03-07,0
MD,2020-03-07,3
MA,2020-03-07,13
MI,2020-03-07,0
MN,2020-03-07,1
MS,2020-03-07,0
MO,2020-03-07,1
MT,2020-03-07,0
NE,2020-03-07,14
NV,2020-03-07,2
NH,2020-03-07,4
NJ,2020-03-07,4
NM,2020-03-07,0
NY,2020-03-07,89
NC,2020-03-07,2
ND,2020-03-07,0
OH,2020-03-07,0
OK,2020-03-07,1
OR,2020-03-07,6
PA,2020-03-07,4
RI,2020-03-07,3
SC,2020-03-07,2
SD,2020-03-07,0
TN,2020-03-07,1
TX,2020-03-07,19
UT,2020-03-07,3
VT,2020-03-07,1
VA,2020-03-07,1
WA,2020-03-07,110
WV,2020-03-07,0
WI,2020-03-07,1
WY,2020-03-07,0
AL,2020-03-08,0
AK,2020-03-08,0
AZ,2020-03-08,5
AR,2020-03-08,0
CA,2020-03-08,112
CO,2020-03-08,8
CT,2020-03-08,1
DE,2020-03-08,0
DC,2020-03-08,1
FL,2020-03-08,13
GA,2020-03-08,11
HI,2020-03-08,2
ID,2020-03-08,0
IL,2020-03-08,7
IN,2020-03-08,2
IA,2020-03-08,3
KS,2020-03-08,1
KY,2020-03-08,4
LA,2020-03-08,0
ME,2020-03-08,0
MD,2020-03-08,5
MA,2020-03-08,28
MI,2020-03-08,0
MN,2020-03-08,2
MS,2020-03-08,0
MO,2020-03-08,1
MT,2020-03-08,0
NE,2020-03-08,16
NV,2020-03-08,4
NH,2020-03-08,4
NJ,2020-03-08,6
NM,2020-03-08,0
NY,2020-03-08,106
NC,2020-03-08,2
ND,2020-03-08,0
OH,2020-03-08,0
OK,2020-03-08,1
OR,2020-03-08,13
PA,2020-03-08,6
RI,2020-03-08,3
SC,2020-03-08,6
SD,2020-03-08,0
TN,2020-03-08,3
TX,2020-03-08,23
UT,2020-03-08,3
VT,2020-03-08,1
VA,2020-03-08,2
WA,2020-03-08,141
WV,2020-03-08,0
WI,2020-03-08,1
WY,2020-03-08,0
AL,2020-03-09,0
AK,2020-03-09,0
AZ,2020-03-09,6
AR,2020-03-09,0
CA,2020-03-09,172
CO,2020-03-09,12
CT,2020-03-09,2
DE,2020-03-09,0
DC,2020-03-09,4
FL,2020-03-09,14
GA,2020-03-09,17
HI,2020-03-09,2
ID,2020-03-09,0
IL,2020-03-09,11
IN,2020-03-09,4
IA,2020-03-09,8
KS,2020-03-09,1
KY,2020-03-09,5
LA,2020-03-09,1
ME,2020-03-09,0
MD,2020-03-09,6
MA,2020-03-09,41
MI,2020-03-09,0
MN,2020-03-09,2
MS,2020-03-09,0
MO,2020-03-09,1
MT,2020-03-09,0
NE,2020-03-09,16
NV,2020-03-09,4
NH,2020-03-09,4
NJ,2020-03-09,11
NM,2020-03-09,0
NY,2020-03-09,142
NC,2020-03-09,7
ND,2020-03-09,0
OH,2020-03-09,3
OK,2020-03-09,1
OR,2020-03-09,13
PA,2020-03-09,10
RI,2020-03-09,3
SC,2020-03-09,7
SD,2020-03-09,0
TN,2020-03-09,4
TX,2020-03-09,24
UT,2020-03-09,3
VT,2020-03-09,1
VA,2020-03-09,5
WA,2020-03-09,179
WV,2020-03-09,0
WI,2020-03-09,2
WY,2020-03-09,0
AL,2020-03-10,0
AK,2020-03-10,0
AZ,2020-03-10,6
AR,2020-03-10,0
CA,2020-03-10,179
CO,2020-03-10,17
CT,2020-03-10,2
DE,2020-03-10,0
DC,2020-03-10,4
FL,2020-03-10,23
GA,2020-03-10,22
HI,2020-03-10,2
ID,2020-03-10,0
IL,2020-03-10,19
IN,2020-03-10,6
IA,2020-03-10,13
KS,2020-03-10,1
KY,2020-03-10,7
LA,2020-03-10,6
ME,2020-03-10,0
MD,2020-03-10,9
MA,2020-03-10,92
MI,2020-03-10,2
MN,2020-03-10,3
MS,2020-03-10,0
MO,2020-03-10,1
MT,2020-03-10,0
NE,2020-03-10,17
NV,2020-03-10,4
NH,2020-03-10,5
NJ,2020-03-10,15
NM,2020-03-10,0
NY,2020-03-10,173
NC,2020-03-10,7
ND,2020-03-10,0
OH,2020-03-10,3
OK,2020-03-10,2
OR,2020-03-10,14
PA,2020-03-10,12
RI,2020-03-10,5
SC,2020-03-10,9
SD,2020-03-10,5
TN,2020-03-10,7
TX,2020-03-10,31
UT,2020-03-10,4
VT,2020-03-10,1
VA,2020-03-10,8
WA,2020-03-10,279
WV,2020-03-10,0
WI,2020-03-10,3
WY,2020-03-10,0
AL,2020-03-11,0
AK,2020-03-11,0
AZ,2020-03-11,9
AR,2020-03-11,1
CA,2020-03-11,202
CO,2020-03-11,34
CT,2020-03-11,3
DE,2020-03-11,1
DC,2020-03-11,10
FL,2020-03-11,26
GA,2020-03-11,31
HI,2020-03-11,2
ID,2020-03-11,0
IL,2020-03-11,25
IN,2020-03-11,11
IA,2020-03-11,14
KS,2020-03-11,1
KY,2020-03-11,7
LA,2020-03-11,13
ME,2020-03-11,0
MD,2020-03-11,13
MA,2020-03-11,95
MI,2020-03-11,2
MN,2020-03-11,5
MS,2020-03-11,1
MO,2020-03-11,1
MT,2020-03-11,0
NE,2020-03-11,23
NV,2020-03-11,7
NH,2020-03-11,5
NJ,2020-03-11,23
NM,2020-03-11,4
NY,2020-03-11,217
NC,2020-03-11,8
ND,2020-03-11,1
OH,2020-03-11,4
OK,2020-03-11,2
OR,2020-03-11,20
PA,2020-03-11,16
RI,2020-03-11,5
SC,2020-03-11,10
SD,2020-03-11,8
TN,2020-03-11,8
TX,2020-03-11,33
UT,2020-03-11,5
VT,2020-03-11,2
VA,2020-03-11,10
WA,2020-03-11,338
WV,2020-03-11,0
WI,2020-03-11,6
WY,2020-03-11,1
AL,2020-03-12,0
AK,2020-03-12,1
AZ,2020-03-12,9
AR,2020-03-12,6
CA,2020-03-12,252
CO,2020-03-12,49
CT,2020-03-12,6
DE,2020-03-12,4
DC,2020-03-12,10
FL,2020-03-12,46
GA,2020-03-12,31
HI,2020-03-12,2
ID,2020-03-12,0
IL,2020-03-12,32
IN,2020-03-12,12
IA,2020-03-12,16
KS,2020-03-12,5
KY,2020-03-12,11
LA,2020-03-12,14
ME,2020-03-12,1
MD,2020-03-12,13
MA,2020-03-12,108
MI,2020-03-12,12
MN,2020-03-12,9
MS,2020-03-12,1
MO,2020-03-12,2
MT,2020-03-12,0
NE,2020-03-12,24
NV,2020-03-12,11
NH,2020-03-12,6
NJ,2020-03-12,29
NM,2020-03-12,6
NY,2020-03-12,326
NC,2020-03-12,16
ND,2020-03-12,1
OH,2020-03-12,5
OK,2020-03-12,2
OR,2020-03-12,30
PA,2020-03-12,22
RI,2020-03-12,5
SC,2020-03-12,12
SD,2020-03-12,8
TN,2020-03-12,18
TX,2020-03-12,41
UT,2020-03-12,7
VT,2020-03-12,2
VA,2020-03-12,17
WA,2020-03-12,419
WV,2020-03-12,0
WI,2020-03-12,8
WY,2020-03-12,1
AL,2020-03-13,6
AK,2020-03-13,1
AZ,2020-03-13,9
AR,2020-03-13,7
CA,2020-03-13,320
CO,2020-03-13,78
CT,2020-03-13,11
DE,2020-03-13,4
DC,2020-03-13,10
FL,2020-03-13,70
GA,2020-03-13,41
HI,2020-03-13,2
ID,2020-03-13,1
IL,2020-03-13,46
IN,2020-03-13,12
IA,2020-03-13,17
KS,2020-03-13,6
KY,2020-03-13,11
LA,2020-03-13,36
ME,2020-03-13,2
MD,2020-03-13,18
MA,2020-03-13,123
MI,2020-03-13,25
MN,2020-03-13,14
MS,2020-03-13,6
MO,2020-03-13,4
MT,2020-03-13,4
NE,2020-03-13,27
NV,2020-03-13,19
NH,2020-03-13,7
NJ,2020-03-13,50
NM,2020-03-13,10
NY,2020-03-13,421
NC,2020-03-13,18
ND,2020-03-13,1
OH,2020-03-13,13
OK,2020-03-13,3
OR,2020-03-13,30
PA,2020-03-13,41
RI,2020-03-13,20
SC,2020-03-13,13
SD,2020-03-13,9
TN,2020-03-13,26
TX,2020-03-13,58
UT,2020-03-13,7
VT,2020-03-13,2
VA,2020-03-13,30
WA,2020-03-13,511
WV,2020-03-13,0
WI,2020-03-13,19
WY,2020-03-13,2
AL,2020-03-14,12
AK,2020-03-14,1
AZ,2020-03-14,12
AR,2020-03-14,9
CA,2020-03-14,381
CO,2020-03-14,103
CT,2020-03-14,20
DE,2020-03-14,4
DC,2020-03-14,16
FL,2020-03-14,70
GA,2020-03-14,65
HI,2020-03-14,4
ID,2020-03-14,5
IL,2020-03-14,66
IN,2020-03-14,15
IA,2020-03-14,18
KS,2020-03-14,8
KY,2020-03-14,18
LA,2020-03-14,77
ME,2020-03-14,3
MD,2020-03-14,27
MA,2020-03-14,138
MI,2020-03-14,33
MN,2020-03-14,21
MS,2020-03-14,6
MO,2020-03-14,5
MT,2020-03-14,6
NE,2020-03-14,29
NV,2020-03-14,21
NH,2020-03-14,7
NJ,2020-03-14,75
NM,2020-03-14,13
NY,2020-03-14,610
NC,2020-03-14,25
ND,2020-03-14,1
OH,2020-03-14,26
OK,2020-03-14,4
OR,2020-03-14,36
PA,2020-03-14,47
RI,2020-03-14,20
SC,2020-03-14,19
SD,2020-03-14,9
TN,2020-03-14,32
TX,2020-03-14,69
UT,2020-03-14,21
VT,2020-03-14,5
VA,2020-03-14,42
WA,2020-03-14,609
WV,2020-03-14,0
WI,2020-03-14,27
WY,2020-03-14,3
AL,2020-03-15,23
AK,2020-03-15,1
AZ,2020-03-15,13
AR,2020-03-15,16
CA,2020-03-15,478
CO,2020-03-15,136
CT,2020-03-15,26
DE,2020-03-15,7
DC,2020-03-15,17
FL,2020-03-15,109
GA,2020-03-15,97
HI,2020-03-15,7
ID,2020-03-15,5
IL,2020-03-15,94
IN,2020-03-15,19
IA,2020-03-15,22
KS,2020-03-15,9
KY,2020-03-15,21
LA,2020-03-15,103
ME,2020-03-15,12
MD,2020-03-15,32
MA,2020-03-15,164
MI,2020-03-15,53
MN,2020-03-15,35
MS,2020-03-15,10
MO,2020-03-15,5
MT,2020-03-15,6
NE,2020-03-15,31
NV,2020-03-15,26
NH,2020-03-15,13
NJ,2020-03-15,98
NM,2020-03-15,17
NY,2020-03-15,732
NC,2020-03-15,32
ND,2020-03-15,1
OH,2020-03-15,37
OK,2020-03-15,8
OR,2020-03-15,39
PA,2020-03-15,68
RI,2020-03-15,20
SC,2020-03-15,28
SD,2020-03-15,9
TN,2020-03-15,39
TX,2020-03-15,80
UT,2020-03-15,29
VT,2020-03-15,8
VA,2020-03-15,45
WA,2020-03-15,675
WV,2020-03-15,0
WI,2020-03-15,33
WY,2020-03-15,3
AL,2020-03-16,29
AK,2020-03-16,3
AZ,2020-03-16,18
AR,2020-03-16,22
CA,2020-03-16,588
CO,2020-03-16,161
CT,2020-03-16,41
DE,2020-03-16,8
DC,2020-03-16,22
FL,2020-03-16,141
GA,2020-03-16,118
HI,2020-03-16,10
ID,2020-03-16,5
IL,2020-03-16,104
IN,2020-03-16,24
IA,2020-03-16,22
KS,2020-03-16,11
KY,2020-03-16,22
LA,2020-03-16,137
ME,2020-03-16,17
MD,2020-03-16,39
MA,2020-03-16,197
MI,2020-03-16,54
MN,2020-03-16,54
MS,2020-03-16,12
MO,2020-03-16,9
MT,2020-03-16,8
NE,2020-03-16,33
NV,2020-03-16,45
NH,2020-03-16,17
NJ,2020-03-16,176
NM,2020-03-16,21
NY,2020-03-16,950
NC,2020-03-16,34
ND,2020-03-16,1
OH,2020-03-16,50
OK,2020-03-16,10
OR,2020-03-16,46
PA,2020-03-16,81
RI,2020-03-16,21
SC,2020-03-16,33
SD,2020-03-16,10
TN,2020-03-16,52
TX,2020-03-16,87
UT,2020-03-16,40
VT,2020-03-16,12
VA,2020-03-16,51
WA,2020-03-16,794
WV,2020-03-16,0
WI,2020-03-16,47
WY,2020-03-16,10
AL,2020-03-17,39
AK,2020-03-17,6
AZ,2020-03-17,20
AR,2020-03-17,22
CA,2020-03-17,732
CO,2020-03-17,183
CT,2020-03-17,68
DE,2020-03-17,16
DC,2020-03-17,31
FL,2020-03-17,210
GA,2020-03-17,142
HI,2020-03-17,14
ID,2020-03-17,9
IL,2020-03-17,159
IN,2020-03-17,30
IA,2020-03-17,29
KS,2020-03-17,17
KY,2020-03-17,26
LA,2020-03-17,196
ME,2020-03-17,32
MD,2020-03-17,57
MA,2020-03-17,218
MI,2020-03-17,65
MN,2020-03-17,60
MS,2020-03-17,21
MO,2020-03-17,16
MT,2020-03-17,8
NE,2020-03-17,36
NV,2020-03-17,55
NH,2020-03-17,26
NJ,2020-03-17,268
NM,2020-03-17,23
NY,2020-03-17,1375
NC,2020-03-17,42
ND,2020-03-17,5
OH,2020-03-17,67
OK,2020-03-17,18
OR,2020-03-17,66
PA,2020-03-17,101
RI,2020-03-17,23
SC,2020-03-17,47
SD,2020-03-17,11
TN,2020-03-17,73
TX,2020-03-17,106
UT,2020-03-17,51
VT,2020-03-17,14
VA,2020-03-17,67
WA,2020-03-17,908
WV,2020-03-17,1
WI,2020-03-17,72
WY,2020-03-17,15
AL,2020-03-18,51
AK,2020-03-18,9
AZ,2020-03-18,28
AR,2020-03-18,33
CA,2020-03-18,893
CO,2020-03-18,216
CT,2020-03-18,96
DE,2020-03-18,26
DC,2020-03-18,36
FL,2020-03-18,326
GA,2020-03-18,193
HI,2020-03-18,16
ID,2020-03-18,11
IL,2020-03-18,286
IN,2020-03-18,39
IA,2020-03-18,38
KS,2020-03-18,22
KY,2020-03-18,35
LA,2020-03-18,280
ME,2020-03-18,43
MD,2020-03-18,85
MA,2020-03-18,256
MI,2020-03-18,80
MN,2020-03-18,77
MS,2020-03-18,34
MO,2020-03-18,21
MT,2020-03-18,12
NE,2020-03-18,43
NV,2020-03-18,82
NH,2020-03-18,39
NJ,2020-03-18,427
NM,2020-03-18,28
NY,2020-03-18,2387
NC,2020-03-18,66
ND,2020-03-18,7
OH,2020-03-18,90
OK,2020-03-18,29
OR,2020-03-18,74
PA,2020-03-18,139
RI,2020-03-18,33
SC,2020-03-18,60
SD,2020-03-18,11
TN,2020-03-18,98
TX,2020-03-18,166
UT,2020-03-18,65
VT,2020-03-18,19
VA,2020-03-18,78
WA,2020-03-18,1026
WV,2020-03-18,2
WI,2020-03-18,106
WY,2020-03-18,17
AL,2020-03-19,78
AK,2020-03-19,12
AZ,2020-03-19,47
AR,2020-03-19,62
CA,2020-03-19,1067
CO,2020-03-19,278
CT,2020-03-19,159
DE,2020-03-19,30
DC,2020-03-19,39
FL,2020-03-19,434
GA,2020-03-19,282
HI,2020-03-19,26
ID,2020-03-19,23
IL,2020-03-19,420
IN,2020-03-19,56
IA,2020-03-19,44
KS,2020-03-19,35
KY,2020-03-19,47
LA,2020-03-19,392
ME,2020-03-19,52
MD,2020-03-19,108
MA,2020-03-19,328
MI,2020-03-19,334
MN,2020-03-19,89
MS,2020-03-19,50
MO,2020-03-19,35
MT,2020-03-19,19
NE,2020-03-19,47
NV,2020-03-19,99
NH,2020-03-19,44
NJ,2020-03-19,735
NM,2020-03-19,35
NY,2020-03-19,4161
NC,2020-03-19,104
ND,2020-03-19,19
OH,2020-03-19,120
OK,2020-03-19,44
OR,2020-03-19,87
PA,2020-03-19,187
RI,2020-03-19,44
SC,2020-03-19,81
SD,2020-03-19,14
TN,2020-03-19,155
TX,2020-03-19,248
UT,2020-03-19,80
VT,2020-03-19,22
VA,2020-03-19,94
WA,2020-03-19,1228
WV,2020-03-19,5
WI,2020-03-19,155
WY,2020-03-19,18
AL,2020-03-20,106
AK,2020-03-20,14
AZ,2020-03-20,70
AR,2020-03-20,100
CA,2020-03-20,1283
CO,2020-03-20,364
CT,2020-03-20,194
DE,2020-03-20,39
DC,2020-03-20,71
FL,2020-03-20,564
GA,2020-03-20,482
HI,2020-03-20,37
ID,2020-03-20,31
IL,2020-03-20,583
IN,2020-03-20,81
IA,2020-03-20,45
KS,2020-03-20,49
KY,2020-03-20,63
LA,2020-03-20,537
ME,2020-03-20,57
MD,2020-03-20,150
MA,2020-03-20,413
MI,2020-03-20,548
MN,2020-03-20,115
MS,2020-03-20,80
MO,2020-03-20,73
MT,2020-03-20,19
NE,2020-03-20,53
NV,2020-03-20,165
NH,2020-03-20,55
NJ,2020-03-20,896
NM,2020-03-20,43
NY,2020-03-20,7113
NC,2020-03-20,144
ND,2020-03-20,27
OH,2020-03-20,169
OK,2020-03-20,49
OR,2020-03-20,114
PA,2020-03-20,269
RI,2020-03-20,44
SC,2020-03-20,126
SD,2020-03-20,14
TN,2020-03-20,237
TX,2020-03-20,386
UT,2020-03-20,112
VT,2020-03-20,29
VA,2020-03-20,115
WA,2020-03-20,1404
WV,2020-03-20,8
WI,2020-03-20,216
WY,2020-03-20,22
AL,2020-03-21,131
AK,2020-03-21,21
AZ,2020-03-21,104
AR,2020-03-21,118
CA,2020-03-21,1544
CO,2020-03-21,475
CT,2020-03-21,223
DE,2020-03-21,45
DC,2020-03-21,77
FL,2020-03-21,764
GA,2020-03-21,552
HI,2020-03-21,48
ID,2020-03-21,42
IL,2020-03-21,751
IN,2020-03-21,128
IA,2020-03-21,68
KS,2020-03-21,57
KY,2020-03-21,84
LA,2020-03-21,763
ME,2020-03-21,70
MD,2020-03-21,195
MA,2020-03-21,525
MI,2020-03-21,787
MN,2020-03-21,138
MS,2020-03-21,140
MO,2020-03-21,93
MT,2020-03-21,29
NE,2020-03-21,61
NV,2020-03-21,165
NH,2020-03-21,65
NJ,2020-03-21,1336
NM,2020-03-21,57
NY,2020-03-21,10371
NC,2020-03-21,184
ND,2020-03-21,28
OH,2020-03-21,247
OK,2020-03-21,53
OR,2020-03-21,137
PA,2020-03-21,388
RI,2020-03-21,66
SC,2020-03-21,172
SD,2020-03-21,14
TN,2020-03-21,312
TX,2020-03-21,547
UT,2020-03-21,138
VT,2020-03-21,49
VA,2020-03-21,152
WA,2020-03-21,1655
WV,2020-03-21,12
WI,2020-03-21,281
WY,2020-03-21,24
AL,2020-03-22,157
AK,2020-03-22,22
AZ,2020-03-22,153
AR,2020-03-22,165
CA,2020-03-22,1851
CO,2020-03-22,591
CT,2020-03-22,327
DE,2020-03-22,56
DC,2020-03-22,98
FL,2020-03-22,1000
GA,2020-03-22,620
HI,2020-03-22,56
ID,2020-03-22,47
IL,2020-03-22,1047
IN,2020-03-22,204
IA,2020-03-22,90
KS,2020-03-22,66
KY,2020-03-22,103
LA,2020-03-22,837
ME,2020-03-22,89
MD,2020-03-22,245
MA,2020-03-22,646
MI,2020-03-22,1033
MN,2020-03-22,171
MS,2020-03-22,207
MO,2020-03-22,130
MT,2020-03-22,34
NE,2020-03-22,62
NV,2020-03-22,190
NH,2020-03-22,78
NJ,2020-03-22,1914
NM,2020-03-22,65
NY,2020-03-22,15188
NC,2020-03-22,269
ND,2020-03-22,30
OH,2020-03-22,351
OK,2020-03-22,67
OR,2020-03-22,161
PA,2020-03-22,504
RI,2020-03-22,83
SC,2020-03-22,194
SD,2020-03-22,21
TN,2020-03-22,424
TX,2020-03-22,639
UT,2020-03-22,182
VT,2020-03-22,52
VA,2020-03-22,219
WA,2020-03-22,1844
WV,2020-03-22,16
WI,2020-03-22,382
WY,2020-03-22,26
AL,2020-03-23,196
AK,2020-03-23,36
AZ,2020-03-23,234
AR,2020-03-23,201
CA,2020-03-23,2240
CO,2020-03-23,721
CT,2020-03-23,415
DE,2020-03-23,87
DC,2020-03-23,116
FL,2020-03-23,1222
GA,2020-03-23,800
HI,2020-03-23,77
ID,2020-03-23,50
IL,2020-03-23,1285
IN,2020-03-23,264
IA,2020-03-23,105
KS,2020-03-23,82
KY,2020-03-23,124
LA,2020-03-23,1172
ME,2020-03-23,107
MD,2020-03-23,290
MA,2020-03-23,777
MI,2020-03-23,1324
MN,2020-03-23,235
MS,2020-03-23,249
MO,2020-03-23,183
MT,2020-03-23,45
NE,2020-03-23,73
NV,2020-03-23,265
NH,2020-03-23,101
NJ,2020-03-23,2844
NM,2020-03-23,83
NY,2020-03-23,20899
NC,2020-03-23,302
ND,2020-03-23,32
OH,2020-03-23,444
OK,2020-03-23,81
OR,2020-03-23,191
PA,2020-03-23,644
RI,2020-03-23,106
SC,2020-03-23,299
SD,2020-03-23,28
TN,2020-03-23,522
TX,2020-03-23,728
UT,2020-03-23,257
VT,2020-03-23,75
VA,2020-03-23,254
WA,2020-03-23,2101
WV,2020-03-23,16
WI,2020-03-23,418
WY,2020-03-23,28
AL,2020-03-24,242
AK,2020-03-24,42
AZ,2020-03-24,326
AR,2020-03-24,231
CA,2020-03-24,2644
CO,2020-03-24,912
CT,2020-03-24,618
DE,2020-03-24,104
DC,2020-03-24,137
FL,2020-03-24,1467
GA,2020-03-24,1095
HI,2020-03-24,90
ID,2020-03-24,73
IL,2020-03-24,1535
IN,2020-03-24,371
IA,2020-03-24,124
KS,2020-03-24,102
KY,2020-03-24,157
LA,2020-03-24,1388
ME,2020-03-24,118
MD,2020-03-24,349
MA,2020-03-24,1159
MI,2020-03-24,1791
MN,2020-03-24,264
MS,2020-03-24,320
MO,2020-03-24,255
MT,2020-03-24,51
NE,2020-03-24,77
NV,2020-03-24,315
NH,2020-03-24,108
NJ,2020-03-24,3675
NM,2020-03-24,100
NY,2020-03-24,25704
NC,2020-03-24,397
ND,2020-03-24,37
OH,2020-03-24,564
OK,2020-03-24,106
OR,2020-03-24,209
PA,2020-03-24,851
RI,2020-03-24,124
SC,2020-03-24,342
SD,2020-03-24,30
TN,2020-03-24,678
TX,2020-03-24,857
UT,2020-03-24,299
VT,2020-03-24,95
VA,2020-03-24,291
WA,2020-03-24,2469
WV,2020-03-24,39
WI,2020-03-24,481
WY,2020-03-24,37
AL,2020-03-25,386
AK,2020-03-25,59
AZ,2020-03-25,402
AR,2020-03-25,307
CA,2020-03-25,3183
CO,2020-03-25,1086
CT,2020-03-25,875
DE,2020-03-25,119
DC,2020-03-25,183
FL,2020-03-25,1971
GA,2020-03-25,1385
HI,2020-03-25,95
ID,2020-03-25,123
IL,2020-03-25,1874
IN,2020-03-25,484
IA,2020-03-25,147
KS,2020-03-25,134
KY,2020-03-25,198
LA,2020-03-25,1795
ME,2020-03-25,142
MD,2020-03-25,423
MA,2020-03-25,1838
MI,2020-03-25,2293
MN,2020-03-25,289
MS,2020-03-25,376
MO,2020-03-25,384
MT,2020-03-25,65
NE,2020-03-25,84
NV,2020-03-25,405
NH,2020-03-25,137
NJ,2020-03-25,4402
NM,2020-03-25,113
NY,2020-03-25,33117
NC,2020-03-25,562
ND,2020-03-25,45
OH,2020-03-25,707
OK,2020-03-25,164
OR,2020-03-25,266
PA,2020-03-25,1151
RI,2020-03-25,132
SC,2020-03-25,425
SD,2020-03-25,41
TN,2020-03-25,806
TX,2020-03-25,1132
UT,2020-03-25,346
VT,2020-03-25,123
VA,2020-03-25,390
WA,2020-03-25,2585
WV,2020-03-25,51
WI,2020-03-25,623
WY,2020-03-25,49
AL,2020-03-26,538
AK,2020-03-26,69
AZ,2020-03-26,508
AR,2020-03-26,350
CA,2020-03-26,4060
CO,2020-03-26,1432
CT,2020-03-26,1012
DE,2020-03-26,143
DC,2020-03-26,231
FL,2020-03-26,2478
GA,2020-03-26,1641
HI,2020-03-26,106
ID,2020-03-26,189
IL,2020-03-26,2538
IN,2020-03-26,661
IA,2020-03-26,179
KS,2020-03-26,173
KY,2020-03-26,248
LA,2020-03-26,2305
ME,2020-03-26,155
MD,2020-03-26,581
MA,2020-03-26,2417
MI,2020-03-26,2877
MN,2020-03-26,346
MS,2020-03-26,486
MO,2020-03-26,508
MT,2020-03-26,90
NE,2020-03-26,91
NV,2020-03-26,535
NH,2020-03-26,158
NJ,2020-03-26,6876
NM,2020-03-26,136
NY,2020-03-26,39058
NC,2020-03-26,639
ND,2020-03-26,58
OH,2020-03-26,867
OK,2020-03-26,248
OR,2020-03-26,316
PA,2020-03-26,1690
RI,2020-03-26,165
SC,2020-03-26,456
SD,2020-03-26,46
TN,2020-03-26,981
TX,2020-03-26,1542
UT,2020-03-26,402
VT,2020-03-26,158
VA,2020-03-26,603
WA,2020-03-26,3208
WV,2020-03-26,76
WI,2020-03-26,754
WY,2020-03-26,56
AL,2020-03-27,639
AK,2020-03-27,85
AZ,2020-03-27,665
AR,2020-03-27,385
CA,2020-03-27,4915
CO,2020-03-27,1735
CT,2020-03-27,1291
DE,2020-03-27,165
DC,2020-03-27,267
FL,2020-03-27,3198
GA,2020-03-27,2198
HI,2020-03-27,120
ID,2020-03-27,232
IL,2020-03-27,3029
IN,2020-03-27,992
IA,2020-03-27,236
KS,2020-03-27,213
KY,2020-03-27,302
LA,2020-03-27,2746
ME,2020-03-27,168
MD,2020-03-27,790
MA,2020-03-27,3240
MI,2020-03-27,3655
MN,2020-03-27,398
MS,2020-03-27,579
MO,2020-03-27,670
MT,2020-03-27,121
NE,2020-03-27,102
NV,2020-03-27,621
NH,2020-03-27,187
NJ,2020-03-27,8825
NM,2020-03-27,191
NY,2020-03-27,44746
NC,2020-03-27,784
ND,2020-03-27,68
OH,2020-03-27,1144
OK,2020-03-27,322
OR,2020-03-27,415
PA,2020-03-27,2217
RI,2020-03-27,203
SC,2020-03-27,542
SD,2020-03-27,58
TN,2020-03-27,1180
TX,2020-03-27,1971
UT,2020-03-27,480
VT,2020-03-27,184
VA,2020-03-27,605
WA,2020-03-27,3770
WV,2020-03-27,96
WI,2020-03-27,930
WY,2020-03-27,74
AL,2020-03-28,720
AK,2020-03-28,102
AZ,2020-03-28,773
AR,2020-03-28,409
CA,2020-03-28,5566
CO,2020-03-28,2061
CT,2020-03-28,1524
DE,2020-03-28,214
DC,2020-03-28,304
FL,2020-03-28,4038
GA,2020-03-28,2447
HI,2020-03-28,151
ID,2020-03-28,262
IL,2020-03-28,3547
IN,2020-03-28,1239
IA,2020-03-28,298
KS,2020-03-28,272
KY,2020-03-28,394
LA,2020-03-28,3315
ME,2020-03-28,211
MD,2020-03-28,1066
MA,2020-03-28,4257
MI,2020-03-28,4634
MN,2020-03-28,442
MS,2020-03-28,669
MO,2020-03-28,837
MT,2020-03-28,147
NE,2020-03-28,122
NV,2020-03-28,738
NH,2020-03-28,214
NJ,2020-03-28,11124
NM,2020-03-28,210
NY,2020-03-28,53517
NC,2020-03-28,972
ND,2020-03-28,93
OH,2020-03-28,1406
OK,2020-03-28,377
OR,2020-03-28,480
PA,2020-03-28,2815
RI,2020-03-28,239
SC,2020-03-28,661
SD,2020-03-28,68
TN,2020-03-28,1363
TX,2020-03-28,2381
UT,2020-03-28,608
VT,2020-03-28,211
VA,2020-03-28,739
WA,2020-03-28,4311
WV,2020-03-28,113
WI,2020-03-28,1042
WY,2020-03-28,85
AL,2020-03-29,830
AK,2020-03-29,114
AZ,2020-03-29,930
AR,2020-03-29,449
CA,2020-03-29,6321
CO,2020-03-29,2315
CT,2020-03-29,1993
DE,2020-03-29,232
